species,a10,a11,a12,a5,a6,a7,a8,a9,b10,b11,b12,b1,b2,b3,b4,b5,b6,b7,b8,b9,c10,c11,c12,c1,c2,c3,c4,c5,c6,c7,c9,d10,d11,d12,d1
algiphilus_aromaticivorans,8,1,2,1,11,3,0,3,11,0,2,2,22,10,0,2,27,1,0,2,9,1,1,6,15,1,3,1,2,2,5,29,0,0,1
algoriella_xinjiangensis,1,0,6,5,0,0,12,0,0,0,0,0,0,0,0,0,1,14,6,1,1,0,0,0,0,0,1,0,4,0,0,3,1,9,0
algoriphagus_faecimaris,0,0,1,0,0,3,1,0,1,4,0,7,0,7,79,0,1,14,7,1,0,0,2,23,0,1,2,62,134,28,0,3,147,60,81
algoriphagus_hitonicola,1,1,38,0,0,4,6,0,1,1,0,0,0,0,0,0,4,0,19,0,0,0,0,5,0,0,1,0,3,0,1,0,0,0,0
algoriphagus_machipongonensis,2,2,2,1,0,0,1,0,2,0,0,4,1,10,59,0,0,5,12,1,0,0,0,26,0,0,5,40,74,6,0,0,63,41,48
algoriphagus_marinus,0,8,2,9,2,1,1,0,0,1,0,17,0,4,173,0,0,3,33,0,1,18,0,64,0,0,0,210,312,4,5,12,365,236,253
algoriphagus_resistens,1,0,300,8,0,0,0,0,0,0,0,30,0,10,16,0,0,2,1,0,2,0,0,32,0,0,0,1,1,0,4,0,0,0,1
algoriphagus_terrigena,3,4,1,0,0,0,1,0,1,2,0,3,0,0,5,0,2,1,0,1,0,1,0,2,0,0,3,0,1,8,0,36,2,2,1
algoriphagus_vanfongensis,0,2,0,0,0,2,4,0,4,0,0,0,0,1,1,0,0,5,21,0,0,8,0,17,0,1,3,0,2,2,0,11,1,1,4
algoriphagus_zhangzhouensis,0,0,1,1,0,0,0,0,0,0,0,5,0,13,2,0,0,1,8,0,0,0,0,2,0,0,1,0,0,0,1,1,0,3,0
aliagarivorans_marinus,4,5,0,14,2,1,0,1,0,0,0,3,2,0,3,0,0,0,0,0,1,1,1,0,7,1,0,0,6,0,5,1,0,0,0
alicycliphilus_denitrificans,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0
alicyclobacillus_acidocaldarius,25,15,8,10,0,6,10,0,9,6,0,1,28,4,18,0,3,4,14,2,0,6,0,26,0,25,49,18,15,16,0,49,0,9,4
alicyclobacillus_contaminans,5,1,5,6,0,0,7,0,4,4,0,8,1,2,6,0,2,7,8,7,14,0,0,31,0,0,19,1,5,15,0,50,2,3,4
alicyclobacillus_ferrooxydans,6,10,4,7,0,1,1,0,1,2,0,0,2,1,6,0,0,3,1,48,0,0,0,24,0,0,1,3,13,2,0,5,25,20,0
alicyclobacillus_kakegawensis,4,13,5,10,0,4,13,0,2,17,0,5,2,2,5,0,13,4,17,5,0,3,3,38,0,28,16,3,20,2,0,42,2,12,6
alicyclobacillus_macrosporangiidus,6,7,21,46,0,3,21,0,2,5,0,8,3,13,5,0,2,10,82,4,0,2,0,25,0,6,49,9,39,13,0,51,0,7,1
alicyclobacillus_mali,1,34,20,14,0,0,12,0,4,0,0,4,0,1,0,0,1,0,17,3,0,0,0,11,0,1,14,4,47,3,0,83,1,4,0
aliicoccus_persicus,2,219,8,10,0,1,5,1,9,10,44,0,2,7,11,2,2,31,8,0,4,0,3,7,5,9,7,4,5,6,9,8,12,15,1
aliifodinibius_roseus,0,4,1,1,0,0,1,0,0,0,0,1,5,0,0,0,0,2,1,1,0,2,0,4,0,0,2,1,3,8,0,0,1,1,1
aliiglaciecola_lipolytica,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,1,8,0,1,0,1,0,9,2,5,1,0,1,1,0,2,1,1
aliiroseovarius_sediminilitoris,0,0,1,3,1,0,0,0,4,0,0,80,0,0,238,0,1,0,0,0,2,0,7,16,0,1,1,201,416,0,0,0,438,214,210
aliivibrio_salmonicida,0,0,0,0,14,3,3,9,0,0,0,2,9,0,4,7,0,0,0,0,16,1,19,0,58,1,0,0,0,0,9,0,1,0,0
aliivibrio_wodanis,0,0,0,1,7,1,0,15,0,0,0,4,11,2,1,1,0,1,0,0,7,0,5,0,10,5,2,0,1,1,10,1,1,1,2
alishewanella_agri,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,32,0,1,0
alistipes_finegoldii,26793,92605,107849,11646,20,7,147674,14,143659,12219,3525,23390,9,154867,22423,0,95434,148327,229265,58123,6,3567,7,59731,18,26062,316885,59915,33889,2534,924,111481,18097,20770,582
alistipes_ihumii,881,874,1274,306,2,12,63977,11,1446,340,5,744,0,942,664,1,631,248,30814,3038,1,114,1,1002,7,4,998,1060,4416,667,13,1541,5938,9489,191
alistipes_indistinctus,8260,12965,1675,142,3,1,1155,0,949,101,1,613,0,258,2292,0,65,114,1622,529,0,13,0,420,0,7,1530,3466,988,79,2,1313,159,294,20
alistipes_inops,15,287,225,12,0,0,0,0,0,0,0,4,0,2228,0,0,0,0,21,313,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0
alistipes_obesi,10001,4510,5206,6976,2,2,7634,2,4983,13423,32,862,1,13124,9730,0,770,411,147113,8967,6,264,4,4162,6,41,7683,17028,9013,525,9,16970,1323,2302,72
alistipes_senegalensis,5664,13880,10024,5120,0,2,28008,6,35819,2304,53,2995,15,8127,4280,2,3237,3057,12784,5146,0,1110,4,19091,27,231,26510,9018,9248,1060,14,22140,1457,3021,200
alistipes_shahii,26568,12242,16085,21513,9,2,11569,2,22765,4078,106,6605,7,58180,25712,1,5253,4398,139652,32268,3,1679,3,322972,148,1148,40960,4698,162599,864,37,40432,8863,20857,620
alistipes_timonensis,1547,5437,5079,3384,0,0,5387,1,11043,1323,31,1488,20,1884,884,0,1056,1053,9369,2929,0,239,0,3941,4,1,18631,1813,4460,93,2,9624,737,1205,30
aliterella_atlantica,0,0,1,1,1,0,1,0,1,0,1,0,3,23,1,0,0,10,0,0,0,1,0,0,0,1,3,1,4,2,2,1,0,0,0
alkalibacterium_gilvum,0,1,0,6,0,1,1,0,0,0,0,1,0,5,2,0,1,2,0,0,1,0,0,0,3,2,2,0,0,3,1,3,1,1,2
alkalibacterium_pelagium,0,2,9,1,0,2,20,3,0,0,0,12,1,30,1,0,0,43,56,1,0,47,0,7,0,3,1,2,0,4,0,1,6,13,0
alkalibacterium_subtropicum,0,6,17,4,0,2,4,0,3,6,0,21,3,3,0,0,5,4,4,4,0,1,1,7,0,14,13,4,7,10,1,8,4,10,3
alkalilimnicola_ehrlichii,1,4,2,8,1,1,2,0,0,0,0,0,1,3,1,0,1,1,2,7,0,0,0,3,3,0,30,3,4,1,0,8,1,2,1
alkaliphilus_metalliredigens,15,30,5,6,0,18,14,0,2,2,0,4,2,10,0,0,5,27,6,5,0,2,0,34,11,2,6,25,0,9,4,127,9,4,7
alkaliphilus_oremlandii,12,35,3,22,0,1,7,0,9,2,0,1,1,31,3,0,1,35,7,6,1,3,0,47,3,3,7,5,6,7,1,15,5,20,0
alkaliphilus_peptidifermentans,7,13,2,75,1,94,17,0,1,0,0,2,1,9,47,1,2,36,7,4,2,0,0,9,1,3,111,21,5,32,0,204,6,13,66
alkalispirochaeta_odontotermitis,2,14,1,2,0,4,1,0,8,0,0,5,0,17,1,0,3,7,3,8,0,0,0,21,0,7,18,3,2,5,0,4,7,0,1
alkalitalea_saponilacus,2,2,2,2,0,7,24,0,2,0,0,15,0,30,3,0,1,77,44,4,0,77,0,17,0,1,2,7,9,17,0,4,3,11,1
alloactinosynnema_album,0,0,10,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,3,0,4,0,1,0
alloactinosynnema_iranicum,0,0,0,0,0,0,0,0,0,0,3,1,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,1,1,0
allochromatium_vinosum,7,12,1,5,2,1,1,0,4,1,3,11,2,3,15,0,9,1,6,9,0,0,0,16,4,1,10,3,23,4,0,15,0,0,1
allofrancisella_guangzhouensis,0,0,0,30,0,0,0,0,0,0,0,32,1,4,370,0,0,13,5,0,1,0,0,76,0,0,3,234,376,6,4,0,417,240,255
allokutzneria_albata,2,1,3,4,0,0,6,0,4,3,0,0,0,0,15,0,0,2,6,0,0,2,0,17,0,0,11,1,3,1,1,13,0,0,0
alloprevotella_rava,111,8,630,159,0,0,118,0,183,38,2,326,5,12,2407,3,100,347,339,262,0,130,0,2548,1,6,190,1371,2723,142,66,59,4873,2163,1679
allosalinactinospora_lopnorensis,0,5,0,4,0,0,2,0,0,1,1,4,0,1,2,0,0,0,11,7,0,0,0,47,0,0,11,0,34,2,0,6,0,4,0
alloscardovia_criceti,3,8,14,6,0,6,1,0,4,1,0,2,2,3,5,1,0,1,0,17,0,3,0,12,0,0,153,4,13,4,0,0,0,2,2
alloscardovia_macacae,2,5,2,10,0,6,3,0,0,8,0,0,2,2,0,1,3,5,1,0,3,2,0,6,0,23,14,6,2,13,0,0,2,9,3
alloscardovia_omnicolens,1,5,0,3,0,1,2,0,18,1,3,1,1,15,1,0,1,9,11,5,0,6,1,72,0,4,4,2,0,2,4,44,1,2,1
altererythrobacter_atlanticus,7,0,1,4,0,0,2,0,1,0,0,11,2,0,18,0,0,0,1,1,0,1,0,20,2,1,6,2,2,4,1,2,0,0,0
altererythrobacter_dongtanensis,2,17,6,1,0,0,2,0,2,0,0,1,0,2,2,0,1,0,23,3,0,0,0,10,0,0,19,6,48,1,0,9,0,0,0
altererythrobacter_epoxidivorans,1,1,1,13,0,0,0,0,2,0,0,3,0,1,2,0,0,0,3,0,0,4,0,0,0,0,8,1,2,0,0,70,0,0,0
altererythrobacter_ishigakiensis,0,2,1,2,0,50,0,0,0,2,0,1,0,0,0,0,0,15,2,19,0,0,0,6,0,1,0,0,1,6,1,0,5,2,0
altererythrobacter_marensis,1,0,4,5,0,1,0,0,0,0,0,1,0,1,0,1,0,0,5,3,0,0,0,18,0,4,8,1,2,1,1,2,0,0,0
altererythrobacter_namhicola,1,1,4,0,0,0,0,0,0,1,0,0,0,0,7,0,0,2,0,1,0,0,0,0,0,5,6,0,1,0,0,4,0,2,0
altererythrobacter_xiamenensis,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
alteribacillus_bidgolensis,23,33,23,1,0,0,7,0,4,1,0,0,0,8,2,0,4,33,9,3,0,1,1,8,1,1,6,2,7,2,1,1,1,11,0
alteribacillus_iranensis,2,7,2,1,0,1,0,2,0,0,0,0,0,8,1,0,0,43,0,0,0,0,0,4,0,1,0,0,2,0,0,0,0,1,1
alteribacillus_persepolensis,0,8,8,9,0,2,3,1,5,0,1,1,29,3,1,0,1,4,0,1,0,0,0,0,0,1,2,124,0,0,0,0,0,0,1
alteromonas_australica,0,0,0,6,11,2,0,8,0,0,0,0,9,97,0,5,0,0,0,24,6,2,19,3,67,44,1,0,0,0,9,44,0,0,9
alteromonas_confluentis,0,0,0,1,4,49,1,0,3,0,0,1,1,0,1,5,0,0,2,7,3,0,1,36,5,1,0,8,1,0,4,0,3,2,8
alteromonas_lipolytica,0,0,1,1,7,0,0,3,0,0,0,0,5,0,2,1,0,0,0,0,0,0,1,59,9,0,2,2,0,3,4,0,0,0,1
alteromonas_macleodii,0,2,2,1,4,7,1,1,0,3,0,0,3,0,0,0,0,3,1,1,2,1,5,0,6,0,2,0,5,6,0,0,0,1,1
alteromonas_stellipolaris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,0,0,1,0,0,0,0,0,0,0
altibacter_lentus,0,0,0,0,0,0,7,0,1,0,0,0,0,6,2,0,0,1,0,0,0,0,0,181,0,0,0,0,2,0,0,3,0,0,0
amantichitinum_ursilacus,7,4,25,9,4,0,41,1,12,0,0,19,3,7,7,2,1,26,45,40,0,2,0,15,4,3,23,17,62,4,10,84,5,15,5
aminobacter_aminovorans,0,2,3,11,0,0,3,0,2,1,0,0,52,1,3,0,18,1,2,3,0,0,0,18,0,1,16,3,8,3,1,3,0,4,0
aminobacterium_colombiense,1,4,11,1,0,0,1,0,0,5,0,1,0,3,4,0,0,0,22,9,0,1,0,1,0,0,1,9,2,1,0,8,1,2,5
aminomonas_paucivorans,12,22,18,28,18,2,12,1,20,3,1,14,14,13,10,4,0,7,6,7,5,3,1,19,32,2,48,15,30,23,20,87,0,4,6
ammonifex_degensii,49,35,23,16,0,1,5,0,65,8,0,5,3,4,15,0,2,7,4,2,0,0,0,55,0,1,15,14,9,4,0,64,1,1,2
amorphus_coralli,1,1,3,8,0,1,9,0,2,1,0,5,0,1,2,0,0,0,14,2,0,0,0,5,0,4,12,0,0,1,3,24,0,6,1
amphibacillus_jilinensis,0,22,15,0,2,8,0,0,8,1,0,1,3,27,5,2,2,26,21,5,2,5,1,1,4,5,8,3,0,0,3,3,1,1,1
amphibacillus_marinus,14,0,3,2,1,12,1,2,0,3,0,3,0,0,2,0,1,4,1,0,0,0,0,2,3,2,0,0,0,0,2,5,0,11,0
amphibacillus_sediminis,15,13,16,31,0,2,2,0,6,1,0,6,1,18,1,0,4,12,24,13,1,11,0,3,0,4,21,3,2,10,0,433,4,3,5
amphibacillus_xylanus,8,9,5,26,0,6,2,1,3,4,0,7,2,19,15,1,3,46,2,9,1,1,0,17,2,3,20,8,1,6,2,2,6,63,3
amphiplicatus_metriothermophilus,0,2,3,9,1,36,4,0,1,0,0,1,3,0,1,0,1,0,9,1,1,0,0,15,0,2,11,7,5,0,1,7,0,1,1
amphritea_atlantica,0,18,7,15,3,2,1,0,1,5,0,1,2,15,0,4,1,10,3,34,1,0,0,4,8,5,0,12,12,4,1,3,0,0,0
amphritea_japonica,0,0,0,0,2,1,2,0,0,0,0,0,2,1,0,2,1,10,1,0,1,1,1,0,6,0,1,0,1,0,1,0,0,0,0
amycolatopsis_australiensis,4,2,5,2,0,0,3,0,4,0,5,3,0,1,3,0,0,4,12,1,0,4,0,6,0,58,15,12,7,5,0,2,0,9,5
amycolatopsis_benzoatilytica,1,2,0,1,0,1,3,0,2,0,0,2,0,1,0,0,0,0,2,0,0,1,0,17,0,3,2,0,3,0,0,6,0,0,0
amycolatopsis_halophila,9,17,18,5,0,0,45,0,21,0,1,0,1,14,10,0,0,2,57,19,0,0,0,61,0,1,9,12,56,1,1,79,4,12,0
amycolatopsis_japonica,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
amycolatopsis_jejuensis,0,1,0,0,0,0,1,0,0,0,0,2,0,10,0,0,0,0,1,1,0,1,0,1,0,3,0,1,1,6,0,0,2,3,0
amycolatopsis_marina,0,0,1,1,0,1,5,0,0,1,2,3,0,1,2,0,0,1,4,0,0,5,0,0,0,0,14,2,5,13,0,1,4,2,1
amycolatopsis_mediterranei,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2,2,0,0,0,0,0,0,0,4,0,2,3,0,1,0,1,0
amycolatopsis_methanolica,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,38,0,0,0,14,0,3,0,0,0
amycolatopsis_nigrescens,0,0,1,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,1,1,1,1,2,1,0,1
amycolatopsis_saalfeldensis,1,9,4,5,0,1,3,0,5,1,2,5,0,7,1,0,0,0,6,5,0,0,0,45,0,1,15,2,11,1,0,3,0,0,6
amycolatopsis_taiwanensis,21,1,1,4,0,1,2,0,0,0,0,0,0,2,2,0,1,1,2,1,0,0,0,13,0,0,4,0,3,12,0,11,0,7,0
amycolatopsis_xylanica,0,0,0,1,0,0,1,0,1,1,0,2,0,2,0,1,2,0,1,1,0,0,1,5,0,0,6,3,2,4,0,70,0,0,3
anabaena_cylindrica,0,8,0,1,1,2,0,1,0,1,0,0,1,0,3,0,0,6,1,0,1,0,0,0,4,0,0,1,3,0,1,1,0,0,0
anaerobacillus_alkalilacustris,6,6,0,3,2,1,1,6,0,1,0,1,2,0,0,1,0,0,0,1,4,0,4,1,9,3,15,0,0,4,4,2,2,0,1
anaerobium_acetethylicum,205,471,432,232,1,501,208,0,90,143,19,199,9,455,77,2,79,829,182,305,152,96,10,229,2,119,255,169,162,427,27,233,86,213,163
anaerococcus_mediterraneensis,6,3,18,22,21,1,2,0,0,2,3,1,0,5,1,0,2,63,2,0,3,0,0,4,1,1,5,4,3,5,0,93,0,8,0
anaerococcus_obesiensis,3,11,182,9,73,1,42,2,7,8,56,6,0,103,11,3,1,195,4,3,1,16,0,7,12,15,15,1,0,1,2,5,22,67,0
anaerococcus_pacaensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anaerococcus_prevotii,2,14,51,41,0,5,11,0,0,2,42,4,2,8,3,0,4,37,6,2,0,10,1,5,1,8,1,7,6,7,2,5,14,29,0
anaerococcus_provencensis,1,22,7,80,0,2,2,1,1,2,2,3,0,3,2,4,2,4,2,2,1,2,0,11,0,5,1,1,2,0,2,6,6,4,2
anaerolinea_thermophila,6,6,4,6,0,1,3,0,0,1,0,4,0,6,6,0,0,11,9,9,0,3,0,4,1,0,12,2,5,2,11,2,0,11,2
anaeromassilibacillus_senegalensis,430,182,243,206,0,44,322,0,246,108,0,47,55,102,118,1,33,149,356,72,28,23,5,334,1,123,486,78,306,126,9,933,17,71,19
anaeromyxobacter_dehalogenans,0,1,1,3,0,0,9,0,4,0,0,1,1,1,2,0,0,0,7,1,0,0,0,0,2,2,5,1,1,0,3,9,0,3,0
anaerosalibacter_massiliensis,3,22,13,98,0,147,8,0,1,5,0,2,0,37,3,0,43,33,12,4,15,1,0,28,16,4,9,18,323,2,9,522,17,19,3
anaerosphaera_aminiphila,6,23,9,1,0,3,7,0,0,1,0,3,0,13,6,0,4,9,11,6,1,1,0,1,2,1,5,3,5,2,0,36,4,8,1
anaerosporomusa_subterranea,9,26,31,34,0,4,8,0,2,2,0,12,0,21,43,0,0,1,69,48,1,8,0,9,1,1,60,8,1,2,3,531,3,6,9
anaerostipes_hadrus,9034,24090,16583,10772,47,13007,12668,1,18610,16471,727,34546,142,22967,2481,5,9059,57529,7507,15016,17325,50344,996,5697,11,8947,40137,9949,5441,132261,1956,1299,47842,444418,19752
anaerotignum_propionicum,33,126,106,369,0,41,47,0,41,112,1,19,9,135,33,2,39,316,96,37,1,17,3,236,1,51,785,106,67,37,23,280,10,77,33
anaerotruncus_rubiinfantis,937,383,1326,1452,0,45,118,0,171,69,2,399,199,604,363,1,49,107,1519,299,11,35,7,1617,1,166,2707,415,1048,113,3,1278,65,174,17
anaerovirgula_multivorans,40,19,12,24,0,4,25,1,1,1,1,5,42,37,4,0,2,8,2,4,3,0,0,14,8,2,9,14,3,14,1,30,3,13,1
anaplasma_centrale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anaplasma_marginale,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0
anaplasma_phagocytophilum,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,73,2,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0
anditalea_andensis,0,0,0,12,0,0,10,0,0,1,0,43,0,10,179,0,1,49,27,0,0,82,0,52,0,0,3,139,457,7,1,1,501,260,166
andreprevotia_chitinilytica,2,5,4,4,0,0,6,0,3,2,0,9,1,7,2,0,0,2,4,20,1,0,0,11,0,3,5,2,3,1,1,51,2,2,2
andreprevotia_lacus,0,1,1,1,0,0,0,0,0,0,0,4,2,0,0,0,0,7,0,0,0,0,0,3,2,1,4,1,0,3,1,2,0,1,0
aneurinibacillus_tyrosinisolvens,0,14,9,9,0,3,2,0,2,1,0,6,45,4,16,0,1,14,5,1,1,0,1,6,0,6,14,1,4,9,0,5,1,2,0
angelakisella_massiliensis,2308,2316,3681,4349,0,988,1948,1,8213,826,48,854,4250,4239,1018,2,392,2819,4386,1247,252,251,69,4000,4,1539,8520,1679,2286,2483,74,3020,246,1304,490
anoxybacillus_amylolyticus,0,6,1,2,0,1,7,1,2,2,7,1,0,11,0,0,3,4,2,12,4,0,5,2,0,0,22,4,1,2,0,4,2,1,0
anoxybacillus_gonensis,1,1,2,1,0,0,1,0,0,0,0,1,0,1,0,0,0,6,1,0,1,0,0,2,0,1,1,1,0,4,0,0,0,1,0
antarctobacter_heliothermus,3,1,0,0,0,1,8,0,0,0,0,1,3,0,11,0,2,0,8,1,0,1,0,8,1,0,22,0,3,4,0,14,0,0,0
aphanizomenon_flos-aquae,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
apibacter_mensalis,0,17,2,12,0,0,1,0,0,0,0,3,0,1,2,0,0,6,8,2,1,4,0,38,0,0,2,2,2,2,3,0,0,1,2
aquamicrobium_aerolatum,0,1,0,1,0,0,14,0,1,0,0,1,0,0,0,0,2,0,2,0,0,0,0,1,0,0,18,190,5,1,1,31,412,188,0
aquaspirillum_serpens,1,5,3,1,5,1,7,0,1,10,0,3,2,5,1,1,0,8,15,3,0,4,0,2,3,0,5,0,1,4,2,3,0,0,0
aquifex_aeolicus,0,2,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,37,2,0,0,0,0,1,0,0,0,2,0,0,0,5,0,0,0
aquiflexum_balticum,0,2,1,6,0,0,7,0,0,0,0,1,0,4,2,0,3,42,20,0,0,42,0,12,0,0,8,3,0,5,1,0,6,18,0
aquimarina_agarilytica,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,46,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
aquimarina_amphilecti,10,0,21,1,0,0,12,0,24,1,0,5,0,6,2,0,0,17,11,1,0,0,0,8,0,0,0,1,0,4,3,2,8,9,1
aquimarina_latercula,0,1,4,1,0,2,1,0,1,0,0,0,0,8,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
aquimarina_longa,0,0,38,7,0,0,4,0,0,0,0,2,0,0,4,0,1,1,0,0,0,45,0,1,3,0,3,10,9,1,0,1,0,1,1
aquimarina_macrocephali,0,0,1,1,0,0,0,0,7,0,0,1,0,1,3,0,0,0,2,1,0,0,0,0,0,0,0,2,2,0,0,1,2,0,0
aquimarina_pacifica,0,0,6,0,0,0,3,0,1,0,0,1,4,0,6,0,2,0,3,0,0,0,0,3,0,3,5,3,1,1,0,1,3,2,0
aquimarina_spongiae,0,0,16,13,0,1,11,0,0,0,0,13,0,0,4,0,1,44,16,0,0,42,0,7,0,0,0,6,3,9,3,2,7,1,2
aquimixticola_soesokkakensis,2,5,3,8,1,0,2,0,3,1,0,4,1,5,5,0,2,0,6,3,0,0,1,33,0,7,16,6,1,4,0,4,0,1,2
aquincola_tertiaricarbonis,4,0,3,3,0,1,3,0,0,0,4,3,21,3,1,2,0,1,1,1,0,0,0,3,1,2,7,0,1,39,2,10,0,1,5
aquisalimonas_asiatica,0,2,0,8,1,1,2,0,2,6,1,0,1,4,0,0,0,6,2,0,1,0,0,5,0,0,0,7,0,0,0,51,0,4,2
aquitalea_pelogenes,57,0,0,0,1,1,0,1,0,0,0,0,4,0,1,1,0,1,0,0,0,0,0,7,0,0,0,1,2,1,0,0,0,0,2
arabia_massiliensis,302,29,62,58,0,120,106,1,30,12,1,28,69,52,28,0,19,30,77,30,0,8,3,100,2,35,101,38,133,19,4,962,11,44,6
arachidicoccus_rhizosphaerae,2,1,30,1,0,0,47,0,17,1,0,8,3,2,9,0,0,7,22,3,0,3,0,2,0,0,6,1,16,5,5,7,7,14,0
arcanobacterium_haemolyticum,1,1,0,0,1,0,0,0,0,1,0,0,21,3,3,1,0,3,5,2,0,0,0,0,0,0,3,1,4,0,5,3,0,2,0
arcanobacterium_phocae,0,1,2,1,0,0,1,0,0,1,0,0,5,0,0,0,0,0,0,2,0,1,1,1,0,1,0,0,0,1,1,0,0,3,0
arcanobacterium_urinimassiliense,1,0,0,0,0,0,1,0,0,0,0,3,82,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,13,0,1,0
archangium_gephyra,2,10,10,1,0,10,1,0,0,0,0,2,0,13,5,0,3,2,21,6,0,4,0,52,0,1,44,5,56,14,0,6,0,4,1
arcobacter_anaerophilus,0,4,8,17,0,5,13,0,1,1,0,0,1,42,0,0,2,3,1,3,0,0,0,11,1,2,30,4,0,0,0,3,0,3,5
arcobacter_butzleri,0,5,3,1,4,2,1,0,0,0,0,0,1,3,4,2,5,53,1,15,0,1,1,18,2,1,2,4,2,0,0,1127,2,2,4
arcobacter_faecis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arcobacter_lanthieri,0,1,9,9,0,1,3,1,0,0,0,0,0,2,0,0,3,0,3,1,0,0,0,0,0,3,7,0,0,0,0,0,0,0,18
arcobacter_lekithochrous,0,2,0,9,0,10,0,61,0,0,1,0,13,0,0,6,0,0,0,1,2,1,4,1,7,1,1,7,0,1,12,13,1,0,11
arcobacter_marinus,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
arcobacter_nitrofigilis,1,2,2,63,6,0,9,3,0,5,0,0,3,1,0,2,2,2,11,0,5,2,2,23,12,0,0,1,1,1,4,2,0,5,1
arcobacter_thereius,1,0,0,1,0,0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,14,2,0,0,0,0,0
arcticibacter_svalbardensis,1,0,1,2,0,43,1,0,0,1,0,0,0,9,1,1,1,4,21,1,9,0,0,1,0,0,5,2,0,3,0,0,5,1,1
ardenticatena_maritima,1,6,2,5,0,4,2,2,0,7,1,3,0,1,0,0,0,5,12,7,0,0,0,38,0,0,2,3,1,0,0,3,1,2,0
arenibacter_algicola,5,0,16,2,0,0,3,0,13,3,0,11,0,12,3,0,0,13,10,3,0,0,1,16,0,0,1,1,1,6,0,0,7,6,2
arenibacter_nanhaiticus,1,0,0,0,0,15,1,41,0,2,0,0,0,3,2,0,62,2,3,0,2,1,0,3,2,18,0,0,18,0,4,39,3,0,0
arenimonas_composti,0,1,1,6,1,2,0,0,0,0,2,0,30,0,0,0,0,0,0,0,0,0,0,0,1,7,1,5,1,1,1,12,0,0,0
arenimonas_donghaensis,0,1,1,0,0,0,3,0,2,0,0,0,0,0,0,0,2,0,2,0,1,2,0,6,0,1,4,0,7,2,5,6,0,0,0
arenimonas_malthae,2,0,1,4,0,0,4,0,0,0,0,3,1,2,3,0,2,0,5,0,0,1,2,1,1,5,4,3,2,1,2,4,1,4,2
arenimonas_metalli,92,0,1,0,0,2,1,0,0,0,0,4,0,1,0,0,0,2,1,1,1,0,0,4,0,3,8,3,0,8,2,2,3,1,0
arenimonas_oryziterrae,1,0,1,3,0,0,1,0,1,0,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,6,3,2,1,1,0,2,0,0,0
arenitalea_lutea,0,0,1,3,0,0,1,0,3,0,0,3,0,0,0,0,0,4,3,0,0,4,0,4,0,1,5,1,0,1,0,2,5,31,0
aromatoleum_aromaticum,1,1,1,2,3,2,1,8,1,1,2,15,0,4,6,0,4,1,5,0,0,0,0,4,0,4,12,9,14,2,3,1,22,15,9
